ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2020-07-07-002229-a-L1;UA-2020-07-07-002229-a;Управління освіти Бахмутської міської ради;"Розробка проектно - кошторисної документації по об'єкту: «Капітальний ремонт дошкільного навчального закладу № 49 ""Кріпиш"" за адресою: вул. Ювілейна,93, м. Бахмут Донецької області»(коригування)";48600;Технічні та якісні характеристики викладені в договорі про закупівлю;"Розробка проектно - кошторисної документації по об'єкту: «Капітальний ремонт дошкільного навчального закладу № 49 ""Кріпиш"" за адресою: вул. Ювілейна,93, м. Бахмут Донецької області»(коригування)";вул. Ювілейна, 93;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 49
UA-2020-06-10-007870-b-L1;UA-2020-06-10-007870-b;Управління освіти Бахмутської міської ради;Здійснення технічного нагляду за об’єктом:«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування);817993.58;;Здійснення технічного нагляду за об’єктом:«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування);вул. Ювілейна, 34;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2020-07-02-005567-a-L1;UA-2020-07-02-005567-a;Управління освіти Бахмутської міської ради;"Здійснення авторського нагляду по об'єкту: ""«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування)";172983.6;інформаці про технічні та якісні характеристики викладені в договорі про закупівлю;"Здійснення авторського нагляду по об'єкту: ""«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування)";вул. Ювілейна, 34;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2020-07-01-002138-a-L1;UA-2020-07-01-002138-a;Управління освіти Бахмутської міської ради;"Послуги з технічної інвентаризації об'єкта нерухомого майна - будівлі дошкільного навчального закладу комбінованого типу ясла - садок № 49 ""Кріпиш"" Бахмутської міської ради Донецької області, що знаходиться за адресою: вул. Ювілейна,93, м. Бахмут, Донецької області, та виготовлення технічного паспорту даного об'єкту.";17732.93;інформація про технічні та якісні характеристики в договорі;"Послуги з технічної інвентаризації об'єкта нерухомого майна - будівлі дошкільного навчального закладу комбінованого типу ясла - садок № 49 ""Кріпиш"" Бахмутської міської ради Донецької області, що знаходиться за адресою: вул. Ювілейна,93, м. Бахмут, Донецької області, та виготовлення технічного паспорту даного об'єкту.";вул.Ювілейна,93;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 49
UA-2020-07-01-002768-a-L1;UA-2020-07-01-002768-a;Управління освіти Бахмутської міської ради;"Послуги з Сертифікації енергетичної ефективності будівлі Дошкільного навчального закладу комбінованого типу, ясла - садка № 49 ""Кріпиш"" за адресою: вул. Ювілейна, 93 м. Бахмут Донецької області""";24097.5;інформація про технічні характеристики в договорі про закупівлю;"Послуги з Сертифікації енергетичної ефективності будівлі Дошкільного навчального закладу комбінованого типу, ясла - садка № 49 ""Кріпиш"" за адресою: вул. Ювілейна, 93 м. Бахмут Донецької області""";вул. Ювілейна,93;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 49
UA-2020-06-11-005566-c-L1;UA-2020-06-11-005566-c;Управління освіти Бахмутської міської ради;"Надання послуг: ""Поточний ремонт віконних прорізів актової зали Бахмутської загальноосвітньої школи І - ІІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чапліна,1"", згідно договірної ціни.";46808.8;Інформація про технічні та якісні характеристики надано в договорі;"Надання послуг: ""Поточний ремонт віконних прорізів актової зали Бахмутської загальноосвітньої школи І - ІІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чапліна,1"", згідно договірної ціни.";вул. Чапліна,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 3
UA-2020-03-16-003412-b-L1;UA-2020-03-16-003412-b;Управління освіти Бахмутської міської ради;"ДК 021:2015 45450000-6 Інші завершальні будівельні роботи ""«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування)";62368161.8;;"ДК 021:2015 45450000-6 Інші завершальні будівельні роботи ""«Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул.Ювілейна, 34» (коригування)";Ювілейна, 34;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2020-05-27-008058-b-L1;UA-2020-05-27-008058-b;Управління освіти Бахмутської міської ради;"Проведення експертизи проекту будівництва, назва проекту Замовника:""Капітальний ремонт частини приміщень, цоколю, приямків та ганків корпусу В3 будівлі Бахмутського навчально - виховного комплексу ""Загальноосвітня школа І - ІІІ ступенів №11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22""";8679.6;інформація про якісні та технічні характеристики викладена в договорі № 03055 від 27.05.2020;"Проведення експертизи проекту будівництва, назва проекту Замовника:""Капітальний ремонт частини приміщень, цоколю, приямків та ганків корпусу В3 будівлі Бахмутського навчально - виховного комплексу ""Загальноосвітня школа І - ІІІ ступенів №11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22""";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2020-05-21-005287-c-L1;UA-2020-05-21-005287-c;Управління освіти Бахмутської міської ради;"коригування робочого проекту на: ""Реконструкція будівлі Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22"" (коригування)";49920;"проект розробити відповідно до діючих норм ДБН А.2.2-3-2014, та ДБН А.2.1-1-2014,а також ДБН В2.6-31:2016,ДБН В.2.5-67:2013 та ДБН В.2.2-3-2018.Нормативні максимальні тепловтрати об'єктів, атакож мімально допустимий опір теплопередачі огороджувальних конструкцій ( з урахуванням санації), повинні задовольняти вимогам ДБН В.2.6-31:2016 ""Теплова ізоляція будівель""відповідно призначення будинків. Відповідно до нормативних вимог ДСТУ Б.А.2.2-8:2010,ДБН В.2..6-31:2016""Теплова ізоляція будівель"" -";"коригування робочого проекту на: ""Реконструкція будівлі Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22"" (коригування)";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2020-05-20-005415-c-L1;UA-2020-05-20-005415-c;Управління освіти Бахмутської міської ради;"виготовлення робочого проекту на: ""Капітальний ремонт частини приміщень, цоколю, приямків та ганків корпусу В3 будівлі Бахмутського навчально - виховного комплексу ""Загальноосвітня школа І - ІІІ ступенів №11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22""";49997.89;"проект розробити відповідно до діючих норм ДБН А.2.2-3-2014, та  ДБН А.2.1-1-2014,а також ДБН В2.6-31:2016,ДБН В.2.5-67:2013 та ДБН В.2.2-3-2018.Нормативні максимальні тепловтрати об'єктів, атакож мімально допустимий опір теплопередачі огороджувальних конструкцій ( з урахуванням санації), повинні задовольняти вимогам ДБН В.2.6-31:2016 ""Теплова ізоляція будівель""відповідно призначення будинків.
Відповідно до нормативних вимог ДСТУ Б.А.2.2-8:2010,ДБН В.2..6-31:2016""Теплова ізоляція будівель""
-зовнішнє утеплення стін з доведенням до коефіцієнту теплопередачі додіючх нормативних значень;
-заміна вікон підвального приміщення, які прийшли в непридатність, на металопластикові віконні блоки з енергозберегаючим склопакетом.";"виготовлення робочого проекту на: ""Капітальний ремонт частини приміщень, цоколю, приямків та ганків корпусу В3 будівлі Бахмутського навчально - виховного комплексу ""Загальноосвітня школа І - ІІІ ступенів №11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22""";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2020-04-07-003197-b-L1;UA-2020-04-07-003197-b;Управління освіти Бахмутської міської ради;"Виготовлення проектно-кошторисної документації по об'єкту: ""Капітальний ремонт благоустрію території будівлі дошкільного навчального закладу № 40 ""Посмішка"", розташованого за адресою: Донецька область, м. Бахмут, вул. Чайковського, 99""";226574.73;;"Виготовлення проектно-кошторисної документації по об'єкту: ""Капітальний ремонт благоустрію території будівлі дошкільного навчального закладу № 40 ""Посмішка"", розташованого за адресою: Донецька область, м. Бахмут, вул. Чайковського, 99""";вул.Чайковського,99;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 40
UA-2020-04-02-003525-b-L1;UA-2020-04-02-003525-b;Управління освіти Бахмутської міської ради;"Виготовлення проектно-кошторисної документації по об'єкту: ""Капітальний ремонт майстерень, віконних прорізів і вхідної групи будівлі і майстерень, санітарних вузлів, опорядження харчоблоку Бахмутської загальноосвітньої школи І-ІІІ ступенів № 7 Бахмутської міської ради Донецької області, розташованої за адресою: м.Бахмут, вул. Ковальська, 121 м. Бахмут, Донецька область""
";525783.21;;"Виготовлення проектно-кошторисної документації по об'єкту: ""Капітальний ремонт майстерень, віконних прорізів і вхідної групи будівлі і майстерень, санітарних вузлів, опорядження харчоблоку Бахмутської загальноосвітньої школи І-ІІІ ступенів № 7 Бахмутської міської ради Донецької області, розташованої за адресою: м.Бахмут, вул. Ковальська, 121 м. Бахмут, Донецька область""
";вул. Ковальська, 121;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 7
UA-2020-03-03-005339-a-L1;UA-2020-03-03-005339-a;Управління освіти Бахмутської міської ради;Поточний ремонт входу з заміною дверних блоків Бахмутської загальноосвітньої школи І-ІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чаплина,1;52692;;Поточний ремонт входу з заміною дверних блоків Бахмутської загальноосвітньої школи І-ІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чаплина,1;вул. Чаплина,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 3
UA-2020-02-11-002263-b-L1;UA-2020-02-11-002263-b;Управління освіти Бахмутської міської ради;Виконання, з дотриманням вимог законодавства України, послуг з технічної інвентаризації об'єкта нерухомого майна- будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, що знаходиться за адресою: вул. Гаршина,50, м. Бахмут, Донецька обл., та виготовлення технічного паспорту вищезазначеного об'єкту, що перебуває на балансі Управління освіти Бахмутської міської ради;24585;;Виконання, з дотриманням вимог законодавства України, послуг з технічної інвентаризації об'єкта нерухомого майна- будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, що знаходиться за адресою: вул. Гаршина,50, м. Бахмут, Донецька обл., та виготовлення технічного паспорту вищезазначеного об'єкту, що перебуває на балансі Управління освіти Бахмутської міської ради;вул. Гаршина,50;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №10
UA-2020-01-30-003099-a-L1;UA-2020-01-30-003099-a;Управління освіти Бахмутської міської ради;"Коригування проектно-кошторисної документації ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського,111"" (коригування)";509000.78;;"Коригування проектно-кошторисної документації ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського,111"" (коригування)";вул. Леваневського, 111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2020-01-30-003209-a-L1;UA-2020-01-30-003209-a;Управління освіти Бахмутської міської ради;"Інженерно-геологічні вишукування на об'єкті: ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111""";43496.88;;"Інженерно-геологічні вишукування на об'єкті: ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111""";вул. Леваневського, 111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №12
UA-2020-01-28-002582-a-L1;UA-2020-01-28-002582-a;Управління освіти Бахмутської міської ради;ДК 021:2015 45450000-6 Інші завершальні будівельні роботи (реконструкція будівлі дошкільного навчального закладу № 40 «Посмішка», розташованого за адресою: Донецька область м. Бахмут, вул. Чайковського, 99) за правилами НЕФКО;8809818.4;;ДК 021:2015 45450000-6 Інші завершальні будівельні роботи (реконструкція будівлі дошкільного навчального закладу № 40 «Посмішка», розташованого за адресою: Донецька область м. Бахмут, вул. Чайковського, 99) за правилами НЕФКО;вуд. Чайковського, 99;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 40
UA-2018-06-15-001323-a-L1;UA-2018-06-15-001323-a;Управління освіти і науки Ірпінської міської ради;Дитячі ліжка;82000;Меблі для ДНЗ№7 «Бджілка» по вул. 9 лінія, 4-а в м. Ірпінь, Київської обл.;Дитячі ліжка;Шевченка, 3-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №7
UA-2019-07-02-001057-c-L1;UA-2019-07-02-001057-c;Управління освіти і науки Ірпінської міської ради;Столярні вироби;148955;Влаштування перегородок в приміщеннях санвузлів загальноосвітньої школи I-III ст.№18 за адресою: вул. Пономарьова, 6/4 в смт. Коцюбинське. Київської обл.;Столярні вироби;Пономарьова, 6/4;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №18
UA-2019-04-18-001424-b-L1;UA-2019-04-18-001424-b;Управління освіти і науки Ірпінської міської ради;Покрівельні роботи та інші спеціалізовані будівельні роботи;199000;Поточний ремонт мякого покрівлі загальноосвітньої школи I-III ст.№18 за адресою: вул. Пономарьова, 6/4 в смт. Коцюбинське. Київської обл.;Покрівельні роботи та інші спеціалізовані будівельні роботи;Пономарьова, 6/4;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціалізована школа №18
UA-2019-08-07-000227-b-L1;UA-2019-08-07-000227-b;Управління освіти і науки Ірпінської міської ради;Покрівельні роботи та інші спеціалізовані будівельні роботи;1420576.62;"Капітальний ремонт покрівлі ДНЗ №17 ""Веселка"" в сел. Гостомель";Покрівельні роботи та інші спеціалізовані будівельні роботи;Рекунова;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №17
UA-2019-08-20-001426-c-L1;UA-2019-08-20-001426-c;Управління освіти і науки Ірпінської міської ради;Інші завершальні будівельні роботи;359763.64;"капітальний ремонт вхідних груп на території ДНЗ №6 ""Радість"" за адресою вул. Миру, 1, м. Ірпінь, Київська обл.";Інші завершальні будівельні роботи;Миру, 1;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №6
UA-2019-08-15-001326-b-L1;UA-2019-08-15-001326-b;Управління освіти і науки Ірпінської міської ради;Інші завершальні будівельні роботи;299000;"капітальний ремонт приміщення актової зали та кабінетів в ДНЗ №11  ""Берізка"" по вул. Чкалова, 19 в смт. Ворзель Київської обл";Інші завершальні будівельні роботи;Чкалова, 19;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №11
UA-2019-02-28-000527-b-L1;UA-2019-02-28-000527-b;Управління освіти і науки Ірпінської міської ради;Поточний ремонт;197674.16;поточний ремонт приміщень санвузлів Ірпінської загальноосвітньої школи І-III ст. №18 по вул. Пономарьова, 6/4, с. Коцюбинське Київська обл.;Поточний ремонт;Пономарьова, 6/4;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №18
UA-2019-08-28-001202-c-L1;UA-2019-08-28-001202-c;Управління освіти і науки Ірпінської міської ради;Вироби для парків розваг, настільних або кімнатних ігор;152000;Послуги з облаштування ігрового майданчика на території ДНЗ №2 «Веснянка» по вул. Полтавська, 5, м. Ірпінь, Київська обл;Вироби для парків розваг, настільних або кімнатних ігор;Полтавська, 5;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №2
UA-2019-03-04-000828-b-L1;UA-2019-03-04-000828-b;Управління освіти і науки Ірпінської міської ради;Будівельні роботи та поточний ремонт;159237;поточний ремонт приміщень санвузлів Ірпінської загальноосвітньої школи І-III ст. №3 по вул. Северинівська, 129-а, м.Ірпінь, Київська обл.;Будівельні роботи та поточний ремонт;Северинівська, 129-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №3
UA-2019-08-08-002916-b-L1;UA-2019-08-08-002916-b;Управління освіти і науки Ірпінської міської ради;Будівельні роботи та поточний ремонт;73257.71;Поточний ремонт приміщення ДНЗ №6 «Радість» за адресою: вул. Миру, 1, м.Ірпінь. Київська обл;Будівельні роботи та поточний ремонт;Миру, 1;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №6
UA-2019-08-08-002893-b-L1;UA-2019-08-08-002893-b;Управління освіти і науки Ірпінської міської ради;Будівельні роботи та поточний ремонт;198825.61;Поточний ремонт приміщення холу їдальні середньої загальноосвітньої школи №2, по вул. Тургенівська, 28, м.Ірпінь, Київська обл;Будівельні роботи та поточний ремонт;Тургенівська, 28;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №2
UA-2019-09-17-001754-a-L1;UA-2019-09-17-001754-a;Управління освіти і науки Ірпінської міської ради;Будівельні роботи та поточний ремонт;132156;"Поточний ремонт тіньового навісу на території ДНЗ №17 ""Веселка"" по вул. Рекунова, 3-Б в сел. Гостомель, Київська обл.";Будівельні роботи та поточний ремонт;Рекунова, 3-Б;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №17
UA-2019-04-03-001508-a-L1;UA-2019-04-03-001508-a;Управління освіти і науки Ірпінської міської ради;"Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";99000;Оснащення звуковим обладнанням ЗОШ№17 (устаткування для шкільного актового залу, музичної техніки для проведення свят, облаштування системи звукового сповіщення та інформаційного центру;"Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";Тишенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2019-08-20-001489-c-L1;UA-2019-08-20-001489-c;Управління освіти і науки Ірпінської міської ради;"Будівництво трубопроводів, ліній зв’язку та електропередач, шосе, доріг, аеродромів і залізничних доріг; вирівнювання поверхонь";1317840.85;Реконструкція (асфальтування) доріжок на території ДНЗ № 6 «Радість» за адресою: вул. Миру, 1, м. Ірпінь, Київської обл;"Будівництво трубопроводів, ліній зв’язку та електропередач, шосе, доріг, аеродромів і залізничних доріг; вирівнювання поверхонь";Миру, 1;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ № 6
UA-2020-06-30-003655-a-L1;UA-2020-06-30-003655-a;Управління освіти і науки Ірпінської міської ради;Гумові вироби;49840;ДНЗ №10, додаткові кошти-рішення сесії від 07.05.2020;Гумові вироби;Курортна, 9;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №10
UA-2020-10-27-000835-c-L1;UA-2020-10-27-000835-c;Управління освіти і науки Ірпінської міської ради;Шкільні меблі;20000;ЗОШ №12 (додаткові кошти відповідно до рішення виконкому від 01.10.2020);Шкільні меблі;Заріфи Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2020-06-18-000931-b-L1;UA-2020-06-18-000931-b;Управління освіти і науки Ірпінської міської ради;Електричні побутові прилади;9200;Додаткові кошти: м'ясорубка для харчоблока ДНЗ №5 (рішення сесії від 30.01.2020);Електричні побутові прилади;Київська, 18;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №5
UA-2020-11-02-004683-b-L1;UA-2020-11-02-004683-b;Управління освіти і науки Ірпінської міської ради;Послуги з інженерного проектування;35280;ПКД: Будівництво системи блискавкозахисту для Ірпінської спеціалізованої загальноосвітньої школи I-III ступенів №12 з вивченням іноземних мов (школа лінгвістики) імені Заріфи Алієвої Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. З. Алієвої, 64;Послуги з інженерного проектування;Заріфи Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціалізована школа №12
UA-2020-11-02-004562-b-L1;UA-2020-11-02-004562-b;Управління освіти і науки Ірпінської міської ради;Послуги з інженерного проектування;23400;ПКД: Будівництво системи блискавкозахисту для Ірпінської спеціалізованої загальноосвітньої школи I-III ступенів з поглибленим вивченням економіки та права №2 Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. Тургенівська, 28;Послуги з інженерного проектування;Тургенівська, 28;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціалізована школа №2
UA-2020-11-02-004489-b-L1;UA-2020-11-02-004489-b;Управління освіти і науки Ірпінської міської ради;Послуги з інженерного проектування;27315;ПКД: Будівництво системи блискавкозахисту для Ірпінської загальноосвітньої школи I-III ступенів №17 Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. Тищенка, 10;Послуги з інженерного проектування;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2020-06-30-003229-a-L1;UA-2020-06-30-003229-a;Управління освіти і науки Ірпінської міської ради;Конструкції та їх частини;48200;ДНЗ №10, додаткові кошти-рішення сесії від 07.05.2020;Конструкції та їх частини;Курортна, 9;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №10
UA-2020-12-23-003166-c-L1;UA-2020-12-23-003166-c;Управління освіти і науки Ірпінської міської ради;Архітектурні, інженерні та планувальні послуги;3240;ТН: Будівництво системи блискавкозахисту для Ірпінської спеціалізованої загальноосвітньої школи I-III ступенів з поглибленим вивченням економіки та права №2 Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. Тургенівська, 28;Архітектурні, інженерні та планувальні послуги;Тургенівська, 28;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціалізована школа №2
UA-2020-12-23-003436-c-L1;UA-2020-12-23-003436-c;Управління освіти і науки Ірпінської міської ради;Архітектурні, інженерні та планувальні послуги;4860;ТН: Будівництво системи блискавкозахисту для Ірпінської спеціалізованої загальноосвітньої школи I-III ступенів №12 з вивченням іноземних мов (школа лінгвістики) імені Заріфи Алієвої Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. З. Алієвої, 64;Архітектурні, інженерні та планувальні послуги;Заріфи Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціалізована школа №12
UA-2020-12-23-003279-c-L1;UA-2020-12-23-003279-c;Управління освіти і науки Ірпінської міської ради;Архітектурні, інженерні та планувальні послуги;3240;ТН: Будівництво системи блискавкозахисту для Ірпінської загальноосвітньої школи I-III ступенів №17 Ірпінської міської ради Київської області за адресою: м. Ірпінь, вул. Тищенка, 10;Архітектурні, інженерні та планувальні послуги;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2020-06-30-003546-a-L1;UA-2020-06-30-003546-a;Управління освіти і науки Ірпінської міської ради;Вироби для парків розваг, настільних або кімнатних ігор;31800;ДНЗ №10, додаткові кошти-рішення сесії від 07.05.2020;Вироби для парків розваг, настільних або кімнатних ігор;Курортна, 9;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №10
UA-2020-09-29-001245-c-L1;UA-2020-09-29-001245-c;Управління освіти і науки Ірпінської міської ради;Фотографічне обладнання;32626;"Громадський бюджет ""Жива підлога"" для ДНЗ №1 (проектор)";Фотографічне обладнання;Ярославська, 7;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №1
UA-2020-06-30-003940-a-L1;UA-2020-06-30-003940-a;Управління освіти і науки Ірпінської міської ради;Руйнування та знесення будівель і земляні роботи;28600;ДНЗ №10 (Благоустрій ігрових майданчиків-45112723-9), додаткові кошти-рішення сесії від 07.05.2020;Руйнування та знесення будівель і земляні роботи;Курортна, 9;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №10
UA-2020-09-29-001078-c-L1;UA-2020-09-29-001078-c;Управління освіти і науки Ірпінської міської ради;Апаратура для запису та відтворення аудіо- та відеоматеріалу;43310;"Громадський бюджет ""Жива підлога"" для ДНЗ №1 (модуль)";Апаратура для запису та відтворення аудіо- та відеоматеріалу;Ярославська, 7;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №1
UA-2020-06-18-000829-b-L1;UA-2020-06-18-000829-b;Управління освіти і науки Ірпінської міської ради;Меблі та приспособи різні;7530;Додаткові кошти: комплект стелажів спеціальних для харчоблока ДНЗ №5 (рішення сесії від 30.01.2020);Меблі та приспособи різні;Київська, 18;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Спеціальна загальноосвітня школа №5
