ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2018-12-12-004051-c-L1;UA-2018-12-12-004051-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;М’ясо (печінка яловича заморожена);661200;М’ясо (печінка яловича заморожена);М’ясо (печінка яловича заморожена);заклади освіти;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-000651-c-L1;UA-2018-08-30-000651-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з ремонту і технічного обслуговування медичного і високоточного обладнання (технічне обслуговування первинних засобів пожежогасіння в ДНЗ ""Казка"")";2880;;"Послуги з ремонту і технічного обслуговування медичного і високоточного обладнання (технічне обслуговування первинних засобів пожежогасіння в ДНЗ ""Казка"")";вул. Чорновала, 4;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-000561-c-L1;UA-2018-08-30-000561-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду по об'єкту: ""Капітальний ремонт асфальтового покриття території ДНЗ ""Золота рибка"")";1936.77;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду по об'єкту: ""Капітальний ремонт асфальтового покриття території ДНЗ ""Золота рибка"")";бульв. Незалежності, 11 Б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-000617-c-L1;UA-2018-08-30-000617-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування насосів, клапанів, кранів і металевих контейнерів (гідрохімічне очищення систем теплопостачання Броварської ЗОШ І-ІІІ ступенів № 6);74983.72;;Послуги з ремонту і технічного обслуговування насосів, клапанів, кранів і металевих контейнерів (гідрохімічне очищення систем теплопостачання Броварської ЗОШ І-ІІІ ступенів № 6);вул. Герцена, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-000996-c-L1;UA-2018-08-30-000996-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Періодичні спеціалізовані видання (ДНЗ ""Ромашка"")";6900;;"Періодичні спеціалізовані видання (ДНЗ ""Ромашка"")";вул. М.Лагунової, 3-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-001062-c-L1;UA-2018-08-30-001062-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом вбиралень Броварської ЗОШ І-ІІІ ступенів № 10);8344.78;;Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом вбиралень Броварської ЗОШ І-ІІІ ступенів № 10);вул. Симона Петлюри, 17-Б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-001045-c-L1;UA-2018-08-30-001045-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом комірних в ДНЗ ""Ластівка"")";1833.36;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом комірних в ДНЗ ""Ластівка"")";вул. Київська, 306;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-001096-c-L1;UA-2018-08-30-001096-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт спортивної зали Броварської ЗОШ І-ІІІ ступенів № 10)";10843;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт спортивної зали Броварської ЗОШ І-ІІІ ступенів № 10)";вул. Симона Петлюри, 17-Б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-30-001076-c-L1;UA-2018-08-30-001076-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом харчоблоку Броварської СШ І-ІІІ ступенів № 5);9178.57;;Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за Капітальним ремонтом харчоблоку Броварської СШ І-ІІІ ступенів № 5);вул. Київська, 306-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-03-000083-c-L1;UA-2018-09-03-000083-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з інженерного проектування (виконання проектних робіт з побудови комплексної системи відеоспостереження в ЗОШ І-ІІІ ступенів № 10);60000;Послуги з інженерного проектування (виконання проектних робіт з побудови комплексної системи відеоспостереження в ЗОШ І-ІІІ ступенів № 10);Послуги з інженерного проектування (виконання проектних робіт з побудови комплексної системи відеоспостереження в ЗОШ І-ІІІ ступенів № 10);вул. Петлюри Симона, 17-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-03-000260-c-L1;UA-2018-09-03-000260-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Столярні та теслярні роботи (поточний ремонт дверних блоків овочесховища ДНЗ ""Лісова казка"")";34655.23;"Столярні та теслярні роботи (поточний ремонт дверних блоків овочесховища ДНЗ ""Лісова казка"")";"Столярні та теслярні роботи (поточний ремонт дверних блоків овочесховища ДНЗ ""Лісова казка"")";вул. Оникієнка Олега, 14а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-03-000350-c-L1;UA-2018-09-03-000350-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Інші завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";199162.79;"Інші завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";"Інші завершальні будівельні роботи (поточний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-03-000433-c-L1;UA-2018-09-03-000433-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Капітальний ремонт і реставрація (капітальний ремонт вузла вводу теплопостачання з установкою автоматизованого пристрою оптимізації теплоспоживання у підвальному приміщенні ЗОШ І-ІІІ ступенів № 6);288749;Капітальний ремонт і реставрація (капітальний ремонт вузла вводу теплопостачання з установкою автоматизованого пристрою оптимізації теплоспоживання у підвальному приміщенні ЗОШ І-ІІІ ступенів № 6);Капітальний ремонт і реставрація (капітальний ремонт вузла вводу теплопостачання з установкою автоматизованого пристрою оптимізації теплоспоживання у підвальному приміщенні ЗОШ І-ІІІ ступенів № 6);вул. Герцена, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-07-25-000941-c-L1;UA-2018-07-25-000941-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт пральні ДНЗ (ясла-садок) комбінованого типу ""Перлинка"")";480000;"Капітальний ремонт і реставрація (капітальний ремонт пральні ДНЗ (ясла-садок) комбінованого типу ""Перлинка"")";"Капітальний ремонт і реставрація (капітальний ремонт пральні ДНЗ (ясла-садок) комбінованого типу ""Перлинка"")";бульвар Незалежності, 8-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-29-001303-c-L1;UA-2018-08-29-001303-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт мережі зовнішнього освітлення території ЗОШ І-ІІІ ступенів № 3);20360;Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт мережі зовнішнього освітлення території ЗОШ І-ІІІ ступенів № 3);Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт мережі зовнішнього освітлення території ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-29-001278-c-L1;UA-2018-08-29-001278-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт ГРЩ-0,4 кВ ЗОШ І-ІІІ ступенів № 10);11295.6;Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт ГРЩ-0,4 кВ ЗОШ І-ІІІ ступенів № 10);Архітектурні, інженерні та планувальні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт ГРЩ-0,4 кВ ЗОШ І-ІІІ ступенів № 10);вул. Симона Петлюри, 17-Б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-05-000355-c-L1;UA-2018-09-05-000355-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування будівельних конструкцій (БЗОШ № 3);24004.27;Послуги з ремонту і технічного обслуговування будівельних конструкцій (БЗОШ № 3);Послуги з ремонту і технічного обслуговування будівельних конструкцій (БЗОШ № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-05-000215-c-L1;UA-2018-09-05-000215-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт вхідної частини дошкільного навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")";152603;"Капітальний ремонт і реставрація (капітальний ремонт вхідної частини дошкільного навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")";"Капітальний ремонт і реставрація (капітальний ремонт вхідної частини дошкільного навчального закладу (ясла-садок) комбінованого типу ""Золотий ключик"")";вул. Героїв УПА, 3-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-05-000466-c-L1;UA-2018-09-05-000466-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Будівельні товари (ЦНПВ);16019.87;Будівельні товари (ЦНПВ);Будівельні товари (ЦНПВ);вул. Євгена Сверстюка, 6;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-06-000511-c-L1;UA-2018-09-06-000511-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з ремонту і технічного обслуговування будівельних конструкцій (ДНЗ ""Золотий ключик"")";2887.94;"Послуги з ремонту і технічного обслуговування будівельних конструкцій (ДНЗ ""Золотий ключик"")";"Послуги з ремонту і технічного обслуговування будівельних конструкцій (ДНЗ ""Золотий ключик"")";вул. Героїв УПА, 3а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-06-000058-c-L1;UA-2018-09-06-000058-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Охоронні послуги (Броварський НВК);29000;Охоронні послуги (Броварський НВК);Охоронні послуги (Броварський НВК);вул. М. Лагунової, 11а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-07-31-000590-c-L1;UA-2018-07-31-000590-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт сантехнічних мереж підвального приміщення ДНЗ ""Джерельце"")";140000;"Капітальний ремонт і реставрація (капітальний ремонт сантехнічних мереж підвального приміщення ДНЗ ""Джерельце"")";"Капітальний ремонт і реставрація (капітальний ремонт сантехнічних мереж підвального приміщення ДНЗ ""Джерельце"")";вул. Симона Петлюри, 13б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-02-000317-c-L1;UA-2018-08-02-000317-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт даху ДНЗ ""Джерельце"")";2644590.4;"Капітальний ремонт і реставрація (капітальний ремонт даху ДНЗ ""Джерельце"")";"Капітальний ремонт і реставрація (капітальний ремонт даху ДНЗ ""Джерельце"")";вул. Симона Петлюри, 13б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-04-000082-c-L1;UA-2018-09-04-000082-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Мікрофони та гучномовці (навушники);1750;Мікрофони та гучномовці (навушники);Мікрофони та гучномовці (навушники);вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-04-000551-c-L1;UA-2018-09-04-000551-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з ремонту і технічного обслуговування будівельних конструкцій (гідравлічне випробування) приміщення ДНЗ ""Зірочка"")";4578.56;"Послуги з ремонту і технічного обслуговування будівельних конструкцій (гідравлічне випробування) приміщення ДНЗ ""Зірочка"")";"Послуги з ремонту і технічного обслуговування будівельних конструкцій (гідравлічне випробування) приміщення ДНЗ ""Зірочка"")";вул. Ярослава Мудрого, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-04-000624-c-L1;UA-2018-09-04-000624-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Руйнування та знесення будівель і земляні роботи (поточний ремонт (демонтаж дитячих павільйонів) в ДНЗ ""Джерельце"")";199968;"Руйнування та знесення будівель і земляні роботи (поточний ремонт (демонтаж дитячих павільйонів) в ДНЗ ""Джерельце"")";"Руйнування та знесення будівель і земляні роботи (поточний ремонт (демонтаж дитячих павільйонів) в ДНЗ ""Джерельце"")";вул. Симона Петлюри, 13-б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-09-04-000263-c-L1;UA-2018-09-04-000263-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Архітектурні та супутні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт покрівлі школи № 5);46170;Архітектурні та супутні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт покрівлі школи № 5);Архітектурні та супутні послуги (проведення проектних робіт по об'єкту: Капітальний ремонт покрівлі школи № 5);вул. Київська, 306-А;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-21-002060-c-L1;UA-2018-08-21-002060-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт асфальтового покриття території ДНЗ ""Золота рибка"")";264167.72;"Капітальний ремонт і реставрація (капітальний ремонт асфальтового покриття території ДНЗ ""Золота рибка"")";"Капітальний ремонт і реставрація (капітальний ремонт асфальтового покриття території ДНЗ ""Золота рибка"")";бульв. Незалежності, 11 Б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-21-001967-c-L1;UA-2018-08-21-001967-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт внутрішнього дворика ДНЗ ""Джерельце)";391268;"Капітальний ремонт і реставрація (капітальний ремонт внутрішнього дворика ДНЗ ""Джерельце)";"Капітальний ремонт і реставрація (капітальний ремонт внутрішнього дворика ДНЗ ""Джерельце)";вул. Симона Петлюри, 13б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
